Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	E_U (cm^-1)	E_U (K)	Linelist
H2SO4	Sulfuric acid	83.97390	0.0042			43(20,24)-43(19,24)	-10.95850		316.36580	455.17720	316.36860	455.18123	JPL
15N17O	Nitric oxide	84.07490	0.0154			J=5/2-5/2,p=1--1,F1=2-3,F2=3-4	-13.02390		132.85750	191.15355	132.86030	191.15759	CDMS
17OO	Molecular oxygen	84.15780	0.0371			N=12-12,J=11-11,F=19/2-17/2	-15.07020		217.44110	312.84744	217.44391	312.85148	JPL
HDCO	Formaldehyde	84.16510	0			22(6,16)-22(6,17)	-10.92930		743.32040	1069.47921	743.32321	1069.48325	CDMS
t-HONO	Trans - HONO	84.25170	0.0002			8(3,5)-8(3,6)	-10.90780		52.63180	75.72498	52.63461	75.72903	JPL
17OO	Molecular oxygen	84.39430	0.0266			N=5-5,J=6-6,F=9/2-11/2	-14.17430		41.67130	59.95536	41.67412	59.95941	JPL
D2CO	Formaldehyde	84.44790	0.0004			51(12,39)-51(12,40)	-15.65360		3122.38360	4492.44275	3122.38642	4492.44680	CDMS
15NO	Nitric oxide	84.56160	0.0047			J=3/2-3/2,&Omega;=3/2,F=3/2+-5/2-	-12.60820		124.84960	179.63189	124.85242	179.63595	JPL
15NO	Nitric oxide	84.57580	0.0007			J=3/2-3/2,&Omega;=3/2,F=3/2+-5/2-	-12.60710		124.84960	179.63189	124.85242	179.63595	CDMS
t-HCOOH	Formic Acid	84.71780	0.0018			60(10,50)-60(10,51)	-13.79010		1594.73310	2294.45201	1594.73593	2294.45607	CDMS
17OO	Molecular oxygen	85.10690	0.0379			N=11-11,J=12-12,F=19/2-21/2	-14.96360		183.85130	264.51949	183.85414	264.52357	JPL
NH2CH2CH2OHv26=1	Aminoethanol	85.12170	0.0001			5(3,2)-5(3,3)	-11.55550		215.92410	310.66483	215.92694	310.66891	JPL
NO	Nitric oxide			85.25500	0.001	J=15/2,&Omega;=3/2,F=15/2+-17/2-	-14.51640		228.08430	328.16054	228.08714	328.16463	JPL
NO	Nitric oxide			85.25500	0.001	J=17/2-17/2,&Omega;=1/2,F=19/2+-17/2-	-14.51650		228.08400	328.16413	228.08684	328.16823	CDMS
H2SO4	Sulfuric acid	85.27010	0.0053			9(4,6)-9(3,6)	-10.88290		15.00350	21.58657	15.00634	21.59066	JPL
t-HCOOH	Formic Acid	85.35290	0.0006			43(8,35)-43(8,36)	-12.27940		852.03720	1225.88442	852.04005	1225.88852	CDMS
17OO	Molecular oxygen	85.45350	0.0376			N=13-13,J=12-12,F=21/2-19/2	-15.16410		253.68980	365.00093	253.69265	365.00503	JPL
17OO	Molecular oxygen	85.46640	0.0265			N=6-6,J=5-5,F=9/2-7/2	-14.28050		58.40140	84.02610	58.40425	84.03021	JPL
17OO	Molecular oxygen	86.38810	0.0383			N=12-12,J=13-13,F=21/2-23/2	-15.05600		217.29780	312.64126	217.30068	312.64541	JPL
NH2CH2CH2OHv27=2	Aminoethanol	86.39050	0.0002			28(9,19)-28(9,20)	-11.56740		327.29630	470.90366	327.29918	470.90781	JPL
c-HCOOH	Formic Acid	86.50420	0.0017			31(6,25)-31(6,26)	-10.98790		454.69990	654.20797	454.70279	654.21212	CDMS
17OO	Molecular oxygen	86.55520	0.038			N=14-14,J=13-13,F=23/2-21/2	-15.26380		292.71900	421.15492	292.72189	421.15908	JPL
17OO	Molecular oxygen	86.67690	0.0261			N=6-6,J=7-7,F=11/2-13/2	-14.25020		58.39690	84.01963	58.39979	84.02379	JPL
17OD	Hydroxyl radical	86.99070	0.0066			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=2-1,F=1-2	-11.57290		0.03430	0.04935	0.03720	0.05353	JPL
N17O	Nitric oxide	87.46870	0.0413			J=17/2-17/2,&Omega;=1/2,F1=21/2+-21/2-,F2=21/2+-21/2-	-13.49340		253.56540	364.82642	253.56832	364.83062	CDMS
17OO	Molecular oxygen	87.49500	0.0386			N=13-13,J=14-14,F=23/2-25/2	-15.15350		253.52660	364.76613	253.52952	364.77033	JPL
17OO	Molecular oxygen	87.50340	0.0383			N=15-15,J=14-14,F=25/2-23/2	-15.36910		334.52700	481.30696	334.52992	481.31116	JPL
N17O	Nitric oxide	87.52080	0.0158			J=3/2-3/2,&Omega;=3/2,F1=3/2+-5/2-,F2=1/2+-3/2-	-13.42850		133.22900	191.68806	133.23192	191.69226	CDMS
HCCCH2OH	Propargyl Alcohol	87.71060	0			4(2,2)-4(2,3),vt=0-0	-11.83270		6.72310	9.67299	6.72603	9.67720	JPL
NH2CH2CH2OHv27=1	Aminoethanol	87.80730	0.0001			16(6,10)-16(6,11)	-11.30650		161.34630	232.14000	161.34923	232.14421	JPL
NH2CH2CH2OHv=0	Aminoethanol	87.82480	0.0005			46(13,33)-46(13,34)	-11.66070		420.65050	605.21876	420.65343	605.22297	JPL
17OO	Molecular oxygen	87.84890	0.0261			N=7-7,J=6-6,F=11/2-9/2	-14.34410		77.94640	112.14684	77.94933	112.15105	JPL
17OD	Hydroxyl radical	87.86260	0.0066			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=3-1,F=2-2	-10.42060		0.03430	0.04935	0.03723	0.05357	JPL
NO,v=1	Nitric oxide	88.07250	0.0056			J=5/2-5/2,&Omega;=1/2,F=7/2--5/2+	-17.74020		1889.33810	2718.35377	1889.34104	2718.35800	CDMS
N18O	Nitric oxide	88.09910	0.0002			J=5/2-5/2,&Omega;=1/2,F=7/2--5/2+	-13.85330		12.71390	18.29259	12.71684	18.29681	CDMS
NO	Nitric oxide	88.18100	0.0002			J=5/2-5/2,&Omega;=1/2,F=7/2--5/2+	-13.83200		13.39880	19.27801	13.40174	19.28224	CDMS
N18O	Nitric oxide	88.24880	0.0004			J=19/2-19/2,&Omega;=1/2,F=19/2--19/2+	-12.80990		250.25860	360.06865	250.26154	360.07288	CDMS
CH3OHvt=0-2	Methanol	88.32600	0.003			10(2,8)-10(2,9)A,vt=1	-12.04530		296.07400	425.98199	296.07695	425.98623	CDMS
17OO	Molecular oxygen	88.32800	0.0386			N=16-16,J=15-15,F=27/2-25/2	-15.47980		379.11240	545.45504	379.11535	545.45928	JPL
17OO	Molecular oxygen	88.43610	0.0258			N=7-7,J=8-8,F=13/2-15/2	-14.33040		77.91240	112.09792	77.91535	112.10216	JPL
17OO	Molecular oxygen	88.46090	0.0389			N=14-14,J=15-15,F=25/2-27/2	-15.25620		292.53620	420.89192	292.53915	420.89616	JPL
t-HCOOH	Formic Acid	88.63000	0.0003			35(7,28)-35(7,29)	-11.70730		581.55660	836.72541	581.55956	836.72966	CDMS
CH318OHvt=0,1&2	Methanol	88.93000	0.25			35(2,34)-35(2,33)A,vt=2	-15.29200		1574.28100	2265.02617	1574.28397	2265.03043	CDMS
N18O	Nitric oxide	88.93650	0.0004			J=19/2-19/2,&Omega;=1/2,F=17/2--17/2+	-12.84950		250.25830	360.06821	250.26127	360.07248	CDMS
OHv=0	Hydroxyl	88.94940	0.0009			J=9/2,&Omega;=1/2,F=4+-5-	-12.48320		608.19630	875.06450	608.19927	875.06877	JPL
CH3OHvt=0-2	Methanol	88.99300	0.048			34(2,32)-34(2,33)A,vt=2	-15.55000		1562.86550	2248.60190	1562.86847	2248.60617	CDMS
CH2OO	Methylene peroxide	89.04790	0.0004			7(3,4)-7(3,5)	-9.52040		41.53030	59.75323	41.53327	59.75750	JPL
17OO	Molecular oxygen	89.05190	0.0388			N=17-17,J=16-16,F=29/2-27/2	-15.59580		426.47330	613.59642	426.47627	613.60069	JPL
H13CN,v2=2	Hydrogen cyanide 	89.25690	0.0013			5(-2)-5(2)	-11.41310		1458.01240	2097.76827	1458.01538	2097.77255	CDMS
17OO	Molecular oxygen	89.31110	0.0391			N=15-15,J=16-16,F=27/2-29/2	-15.36380		334.32530	481.01676	334.32828	481.02105	JPL
c-HCOOH	Formic Acid	89.32560	0.0033			40(7,33)-40(7,34)	-11.50230		725.24030	1043.45301	725.24328	1043.45730	CDMS
17OD	Hydroxyl radical	89.32910	0.0066			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=3-1,F=3-2	-9.70670		0.03430	0.04935	0.03728	0.05364	JPL
17OO	Molecular oxygen	89.58940	0.0257			N=8-8,J=7-7,F=13/2-11/2	-14.41860		100.27670	144.27497	100.27969	144.27927	JPL
c-H13COOH	Formic acid	89.66930	0.0001			8(3,5)-8(3,6)	-10.14080		48.34280	69.55411	48.34579	69.55841	JPL
17OO	Molecular oxygen	89.69230	0.039			N=18-18,J=17-17,F=31/2-29/2	-15.71720		476.60810	685.72880	476.61109	685.73310	JPL
17OO	Molecular oxygen	89.83360	0.0254			N=8-8,J=9-9,F=15/2-17/2	-14.41420		100.21640	144.18822	100.21940	144.19253	JPL
17OO	Molecular oxygen	90.06530	0.0393			N=16-16,J=17-17,F=29/2-31/2	-15.47660		378.89190	545.13779	378.89490	545.14211	JPL
17OO	Molecular oxygen	90.26300	0.0392			N=19-19,J=18-18,F=33/2-31/2	-15.84380		529.51460	761.84901	529.51761	761.85334	JPL
CH3OHvt=0-2	Methanol	90.47800	0.008			40(4,36)-40(4,37)A,vt=1	-14.92880		1654.66120	2380.67468	1654.66422	2380.67902	CDMS
NH2CH2CH2OHv=0	Aminoethanol	90.61350	0.0003			37(11,26)-37(11,27)	-11.37680		277.07000	398.63963	277.07302	398.64398	JPL
15NO	Nitric oxide	90.61570	0.1948			J=85/2-85/2,&Omega;=3/2,F=85/2--87/2+	-19.68420		3113.84350	4480.15537	3113.84652	4480.15972	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	90.61820	0.0006			12(5,7)-12(5,8)	-11.60520		302.20650	434.80524	302.20952	434.80959	JPL
c-DCOOH	Formic Acid	90.71760	0.0002			17(5,12)-17(5,13)	-10.29840		153.40710	220.71733	153.41013	220.72168	JPL
15NO	Nitric oxide	90.72950	0.1844			J=83/2-83/2,&Omega;=3/2,F=83/2--85/2+	-19.40270		2974.37950	4279.49648	2974.38253	4279.50083	JPL
17OO	Molecular oxygen	90.73890	0.0395			N=17-17,J=18-18,F=31/2-33/2	-15.59440		426.23440	613.25270	426.23743	613.25705	JPL
17OO	Molecular oxygen	90.77470	0.0394			N=20-20,J=19-19,F=35/2-33/2	-15.97570		585.19100	841.95447	585.19403	841.95883	JPL
15NO	Nitric oxide	90.84260	0.1743			J=81/2-81/2,&Omega;=3/2,F=81/2--83/2+	-19.12810		2838.06520	4083.36933	2838.06823	4083.37369	JPL
17OO	Molecular oxygen	90.91700	0.0253			N=9-9,J=8-8,F=15/2-13/2	-14.50020		125.39230	180.41051	125.39533	180.41487	JPL
15NO	Nitric oxide	90.95470	0.1645			J=79/2-79/2,&Omega;=3/2,F=79/2--81/2+	-18.86030		2704.90520	3891.78054	2704.90823	3891.78491	JPL
17OO	Molecular oxygen	90.97060	0.0251			N=9-9,J=10-10,F=17/2-19/2	-14.50160		125.30780	180.28894	125.31083	180.29330	JPL
H2SO4	Sulfuric acid	91.02260	0.0047			62(29,34)-62(28,34)	-11.34310		652.96200	939.46126	652.96504	939.46563	JPL
15N17O	Nitric oxide	91.02970	0.0152			J=5/2-5/2,p=-1-1,F1=2-3,F2=3-4	-12.95480		132.85740	191.15341	132.86044	191.15778	CDMS
15NO	Nitric oxide	91.06540	0.155			J=77/2-77/2,&Omega;=3/2,F=77/2--79/2+	-18.59930		2574.90390	3704.73646	2574.90694	3704.74083	JPL
N17O	Nitric oxide	91.08980	0.0414			J=17/2-17/2,&Omega;=1/2,F1=21/2+-21/2-,F2=23/2+-23/2-	-13.41740		253.56560	364.82671	253.56864	364.83108	CDMS
15NO	Nitric oxide	91.17440	0.1458			J=75/2-75/2,&Omega;=3/2,F=75/2--77/2+	-18.34530		2448.06570	3522.24339	2448.06874	3522.24777	JPL
17OO	Molecular oxygen	91.23620	0.0395			N=21-21,J=20-20,F=37/2-35/2	-16.11290		643.63490	926.04172	643.63794	926.04610	JPL
15NO	Nitric oxide	91.28130	0.1368			J=73/2-73/2,&Omega;=3/2,F=73/2--75/2+	-18.09810		2324.39470	3344.30725	2324.39774	3344.31163	JPL
17OO	Molecular oxygen	91.34400	0.0397			N=18-18,J=19-19,F=33/2-35/2	-15.71730		476.35090	685.35875	476.35395	685.36313	JPL
t-HONO	Trans - HONO	91.36930	0.0033			31(6,25)-31(6,26)	-11.71740		487.08760	700.80637	487.09065	700.81076	JPL
15NO	Nitric oxide	91.38570	0.1282			J=71/2-71/2,&Omega;=3/2,F=71/2--73/2+	-17.85790		2203.89510	3170.93408	2203.89815	3170.93846	JPL
PH3	Phosphine	91.42220	1.9433			21(6)-21(-6)	-14.00620		2011.89480	2894.65119	2011.89785	2894.65557	JPL
15NO	Nitric oxide	91.48700	0.1198			J=69/2-69/2,&Omega;=3/2,F=69/2--71/2+	-17.62460		2086.57050	3002.12905	2086.57355	3002.13344	JPL
15NO	Nitric oxide	91.58480	0.1118			J=67/2-67/2,&Omega;=3/2,F=67/2--69/2+	-17.39840		1972.42490	2837.89792	1972.42795	2837.90232	JPL
17OO	Molecular oxygen	91.65440	0.0396			N=22-22,J=21-21,F=39/2-37/2	-16.25540		704.84400	1014.10746	704.84706	1014.11186	JPL
15NO	Nitric oxide	91.67870	0.104			J=65/2-65/2,&Omega;=3/2,F=65/2--67/2+	-17.17910		1861.46180	2678.24574	1861.46486	2678.25014	JPL
NH2CH2CH2OHv25=1	Aminoethanol	91.71430	0.0003			24(8,16)-24(8,17)	-11.75480		426.93040	614.25408	426.93346	614.25848	JPL
15NO	Nitric oxide	91.76800	0.0966			J=63/2-63/2,&Omega;=3/2,F=63/2--65/2+	-16.96700		1753.68450	2523.17723	1753.68756	2523.18164	JPL
N18O	Nitric oxide	91.79300	0.0003			J=19/2-19/2,&Omega;=1/2,F=21/2--21/2+	-12.72400		250.25880	360.06893	250.26186	360.07334	CDMS
15NO	Nitric oxide	91.81200	0.0085			J=59/2-59/2,&Omega;=3/2,F=59/2--61/2+	-15.96120		1547.70080	2226.81071	1547.70386	2226.81511	CDMS
15NO	Nitric oxide	91.85230	0.0894			J=61/2-61/2,&Omega;=3/2,F=61/2--63/2+	-16.76190		1649.09650	2372.69745	1649.09956	2372.70186	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	91.86740	0.0016			20(7,13)-20(7,14)	-11.63530		354.34920	509.82652	354.35226	509.83093	JPL
17OO	Molecular oxygen	91.89070	0.0398			N=19-19,J=20-20,F=35/2-37/2	-15.84540		529.23940	761.45306	529.24247	761.45747	JPL
15NO	Nitric oxide	91.89500	0.008			J=57/2-57/2,&Omega;=3/2,F=57/2--59/2+	-15.77030		1449.50040	2085.52132	1449.50347	2085.52573	CDMS
17OO	Molecular oxygen	91.91380	0.0249			N=10-10,J=11-11,F=19/2-21/2	-14.59260		153.18550	220.39850	153.18857	220.40291	JPL
15NO	Nitric oxide	91.93100	0.0825			J=59/2-59/2,&Omega;=3/2,F=59/2--61/2+	-16.56400		1547.70080	2226.81071	1547.70387	2226.81512	JPL
17OO	Molecular oxygen	91.96320	0.025			N=10-10,J=9-9,F=17/2-15/2	-14.58750		153.29260	220.55259	153.29567	220.55700	JPL
15NO	Nitric oxide	91.97070	0.0075			J=55/2-55/2,&Omega;=3/2,F=55/2--57/2+	-15.58670		1354.49820	1948.83345	1354.50127	1948.83787	CDMS
15NO	Nitric oxide	92.00350	0.0759			J=57/2-57/2,&Omega;=3/2,F=57/2--59/2+	-16.37320		1449.50040	2085.52132	1449.50347	2085.52573	JPL
17OO	Molecular oxygen	92.03520	0.0398			N=23-23,J=22-22,F=41/2-39/2	-16.40310		768.81610	1106.14851	768.81917	1106.15293	JPL
15NO	Nitric oxide	92.03860	0.0071			J=53/2-53/2,&Omega;=3/2,F=53/2--55/2+	-15.41030		1262.69680	1816.75086	1262.69987	1816.75527	CDMS
CH2OO	Methylene peroxide	92.04170	0.0023			34(7,27)-34(7,28)	-10.53030		569.19510	818.95011	569.19817	818.95453	JPL
15NO	Nitric oxide	92.06920	0.0696			J=55/2-55/2,&Omega;=3/2,F=55/2--57/2+	-16.18970		1354.49820	1948.83345	1354.50127	1948.83787	JPL
H2SO4	Sulfuric acid	92.09590	0.0052			45(21,25)-45(20,25)	-10.44170		346.14140	498.01740	346.14447	498.02182	JPL
15NO	Nitric oxide	92.09820	0.0066			J=51/2-51/2,&Omega;=3/2,F=51/2--53/2+	-15.24130		1174.09870	1689.27712	1174.10177	1689.28154	CDMS
15NO	Nitric oxide	92.11920	0.0021			J=25/2-25/2,&Omega;=3/2,F=25/2--27/2+	-13.74260		314.71900	452.81339	314.72207	452.81781	CDMS
15NO	Nitric oxide	92.12070	0.0018			J=23/2-23/2,&Omega;=3/2,F=23/2--25/2+	-13.68520		271.15410	390.13280	271.15717	390.13723	CDMS
CH3OHvt=0-2	Methanol	92.12400	0			12(3,9)-12(3,10)A,vt=0	-11.43930		160.43110	230.82324	160.43417	230.82766	CDMS
15NO	Nitric oxide	92.12610	0.0083			J=23/2-23/2,&Omega;=3/2,F=23/2--25/2+	-14.28900		271.15410	390.13280	271.15717	390.13723	JPL
15NO	Nitric oxide	92.12700	0.0101			J=25/2-25/2,&Omega;=3/2,F=25/2--27/2+	-14.34640		314.71900	452.81339	314.72207	452.81781	JPL
15NO	Nitric oxide	92.12760	0.0636			J=53/2-53/2,&Omega;=3/2,F=53/2--55/2+	-16.01340		1262.69680	1816.75086	1262.69987	1816.75528	JPL
15NO	Nitric oxide	92.13530	0.0023			J=27/2-27/2,&Omega;=3/2,F=27/2--29/2+	-13.80910		361.50810	520.13290	361.51117	520.13732	CDMS
15NO	Nitric oxide	92.14590	0.0122			J=27/2-27/2,&Omega;=3/2,F=27/2--29/2+	-14.41280		361.50810	520.13290	361.51117	520.13732	JPL
15NO	Nitric oxide	92.14890	0.0062			J=49/2-49/2,&Omega;=3/2,F=49/2--51/2+	-15.07960		1088.70650	1566.41600	1088.70957	1566.42042	CDMS
15NO	Nitric oxide	92.15180	0.0016			J=21/2-21/2,&Omega;=3/2,F=21/2--23/2+	-13.63700		230.81400	332.09202	230.81707	332.09644	CDMS
15NO	Nitric oxide	92.15530	0.0067			J=21/2-21/2,&Omega;=3/2,F=21/2--23/2+	-14.24080		230.81400	332.09202	230.81707	332.09644	JPL
15NO	Nitric oxide	92.16040	0.0026			J=29/2-29/2,&Omega;=3/2,F=29/2--31/2+	-13.88420		411.52070	592.09035	411.52377	592.09477	CDMS
15NO	Nitric oxide	92.17420	0.0145			J=29/2-29/2,&Omega;=3/2,F=29/2--31/2+	-14.48790		411.52070	592.09035	411.52377	592.09477	JPL
15NO	Nitric oxide	92.17810	0.0579			J=51/2-51/2,&Omega;=3/2,F=51/2--53/2+	-15.84440		1174.09870	1689.27712	1174.10177	1689.28155	JPL
15NO	Nitric oxide	92.18840	0.0029			J=31/2-31/2,&Omega;=3/2,F=31/2--33/2+	-13.96780		464.75600	668.68457	464.75908	668.68899	CDMS
15NO	Nitric oxide	92.19030	0.0058			J=47/2-47/2,&Omega;=3/2,F=47/2--49/2+	-14.92540		1006.52220	1448.17035	1006.52528	1448.17478	CDMS
CH318OHvt=0,1&2	Methanol	92.19200	0.03			25(3,22)-25(3,23)A,vt=1	-13.12200		775.15200	1115.26440	775.15508	1115.26883	CDMS
15NO	Nitric oxide	92.20580	0.0171			J=31/2-31/2,&Omega;=3/2,F=31/2--33/2+	-14.57150		464.75600	668.68457	464.75908	668.68899	JPL
15NO	Nitric oxide	92.21490	0.0032			J=33/2-33/2,&Omega;=3/2,F=33/2--35/2+	-14.05970		521.21310	749.91427	521.21618	749.91869	CDMS
15NO	Nitric oxide	92.22030	0.0526			J=49/2-49/2,&Omega;=3/2,F=49/2--51/2+	-15.68280		1088.70650	1566.41600	1088.70958	1566.42042	JPL
15NO	Nitric oxide	92.22200	0.0054			J=45/2-45/2,&Omega;=3/2,F=45/2--47/2+	-14.77860		927.54790	1334.54321	927.55098	1334.54764	CDMS
15NO	Nitric oxide	92.22970	0.0014			J=19/2-19/2,&Omega;=3/2,F=19/2--21/2+	-13.59850		193.69920	278.69176	193.70228	278.69618	CDMS
15NO	Nitric oxide	92.23150	0.0053			J=19/2-19/2,&Omega;=3/2,F=19/2--21/2+	-14.20230		193.69920	278.69176	193.70228	278.69618	JPL
15NO	Nitric oxide	92.23630	0.0199			J=33/2-33/2,&Omega;=3/2,F=33/2--35/2+	-14.66340		521.21310	749.91427	521.21618	749.91869	JPL
15NO	Nitric oxide	92.23670	0.0036			J=35/2-35/2,&Omega;=3/2,F=35/2--37/2+	-14.15980		580.89100	835.77801	580.89408	835.78244	CDMS
15NO	Nitric oxide	92.24400	0.005			J=43/2-43/2,&Omega;=3/2,F=43/2--45/2+	-14.63940		851.78570	1225.53760	851.78878	1225.54202	CDMS
15NO	Nitric oxide	92.25170	0.0039			J=37/2-37/2,&Omega;=3/2,F=37/2--39/2+	-14.26800		643.78850	926.27407	643.79158	926.27850	CDMS
15NO	Nitric oxide	92.25370	0.0475			J=47/2-47/2,&Omega;=3/2,F=47/2--49/2+	-15.52860		1006.52220	1448.17035	1006.52528	1448.17478	JPL
15NO	Nitric oxide	92.25610	0.0046			J=41/2-41/2,&Omega;=3/2,F=41/2--43/2+	-14.50780		779.23730	1121.15595	779.24038	1121.16038	CDMS
15NO	Nitric oxide	92.25850	0.0043			J=39/2-39/2,&Omega;=3/2,F=39/2--41/2+	-14.38400		709.90440	1021.40073	709.90748	1021.40515	CDMS
15NO	Nitric oxide	92.26270	0.023			J=35/2-35/2,&Omega;=3/2,F=35/2--37/2+	-14.76350		580.89100	835.77801	580.89408	835.78244	JPL
15NO	Nitric oxide	92.27800	0.0427			J=45/2-45/2,&Omega;=3/2,F=45/2--47/2+	-15.38200		927.54790	1334.54321	927.55098	1334.54764	JPL
15NO	Nitric oxide	92.28280	0.0263			J=37/2-37/2,&Omega;=3/2,F=37/2--39/2+	-14.87150		643.78850	926.27407	643.79158	926.27850	JPL
15NO	Nitric oxide	92.29300	0.0381			J=43/2-43/2,&Omega;=3/2,F=43/2--45/2+	-15.24280		851.78570	1225.53760	851.78878	1225.54203	JPL
15NO	Nitric oxide	92.29500	0.03			J=39/2-39/2,&Omega;=3/2,F=39/2--41/2+	-14.98750		709.90440	1021.40073	709.90748	1021.40515	JPL
15NO	Nitric oxide	92.29860	0.0339			J=41/2-41/2,&Omega;=3/2,F=41/2--43/2+	-15.11130		779.23730	1121.15595	779.24038	1121.16038	JPL
NH2CH2CH2OHv27=1	Aminoethanol	92.30010	0.0001			5(3,2)-5(3,3)	-11.26880		111.91910	161.02569	111.92218	161.03012	JPL
NH2CH2CH2OHv=0	Aminoethanol	92.36150	0.0002			24(8,16)-24(8,17)	-11.11370		122.07150	175.63265	122.07458	175.63708	JPL
15NO	Nitric oxide	92.37890	0.0012			J=17/2-17/2,&Omega;=3/2,F=17/2--19/2+	-13.57010		159.81010	229.93258	159.81318	229.93702	CDMS
15NO	Nitric oxide	92.37960	0.0042			J=17/2-17/2,&Omega;=3/2,F=17/2--19/2+	-14.17400		159.81010	229.93258	159.81318	229.93702	JPL
17OO	Molecular oxygen	92.38340	0.0399			N=24-24,J=23-23,F=43/2-41/2	-16.55620		835.54860	1202.16114	835.55168	1202.16557	JPL
17OO	Molecular oxygen	92.38710	0.0399			N=20-20,J=21-21,F=37/2-39/2	-15.97860		584.89790	841.53277	584.90098	841.53720	JPL
c-HCOOH	Formic Acid	92.41480	0.0003			15(4,11)-15(4,12)	-10.28930		128.32280	184.62682	128.32588	184.63126	CDMS
HCCCH2OH	Propargyl Alcohol	92.57130	0.0001			18(4,14)-18(4,15),vt=0-0	-11.95240		65.98450	94.93643	65.98759	94.94087	JPL
CH318OHvt=0,1&2	Methanol	92.60800	0			1(1,0)-1(1,1)A,vt=1	-11.61900		227.24500	326.95298	227.24809	326.95743	CDMS
H2SO4	Sulfuric acid	92.61430	0.0062			24(11,14)-24(10,14)	-10.68830		100.28450	144.28620	100.28759	144.29064	JPL
15NO	Nitric oxide	92.63610	0.0032			J=15/2-15/2,&Omega;=3/2,F=15/2--17/2+	-14.15640		129.14720	185.81522	129.15029	185.81967	JPL
15NO	Nitric oxide	92.63630	0.001			J=15/2-15/2,&Omega;=3/2,F=15/2--17/2+	-13.55250		129.14720	185.81522	129.15029	185.81967	CDMS
17OO	Molecular oxygen	92.70300	0.04			N=25-25,J=24-24,F=45/2-43/2	-16.71450		905.03890	1302.14161	905.04199	1302.14605	JPL
17OO	Molecular oxygen	92.70900	0.0247			N=11-11,J=12-12,F=21/2-23/2	-14.68740		183.84820	264.51503	183.85129	264.51948	JPL
17OO	Molecular oxygen	92.80890	0.0247			N=11-11,J=10-10,F=19/2-17/2	-14.67960		183.97680	264.70005	183.97990	264.70451	JPL
17OO	Molecular oxygen	92.83970	0.0401			N=21-21,J=22-22,F=39/2-41/2	-16.11700		643.32400	925.59441	643.32710	925.59887	JPL
17OO	Molecular oxygen	92.99740	0.0401			N=26-26,J=25-25,F=47/2-45/2	-16.87820		977.28410	1406.08574	977.28720	1406.09020	JPL
H2CO	Formaldehyde	93.02300	0.0023			54(9,45)-54(9,46)	-17.87480		4247.22130	6110.76890	4247.22440	6110.77336	CDMS
15NO	Nitric oxide	93.05740	0.0024			J=13/2-13/2,&Omega;=3/2,F=13/2--15/2+	-14.15060		101.71070	146.33996	101.71380	146.34443	JPL
15NO	Nitric oxide	93.05820	0.0008			J=13/2-13/2,&Omega;=3/2,F=13/2--15/2+	-13.54670		101.71070	146.33996	101.71380	146.34443	CDMS
t-HCOOH	Formic Acid	93.07380	0.0001			20(5,15)-20(5,16)	-10.94420		212.95380	306.39125	212.95690	306.39572	CDMS
17OO	Molecular oxygen	93.25420	0.0402			N=22-22,J=23-23,F=41/2-43/2	-16.26060		704.51560	1013.63497	704.51871	1013.63944	JPL
17OO	Molecular oxygen	93.26940	0.0402			N=27-27,J=26-26,F=49/2-47/2	-17.04730		1052.28160	1513.98979	1052.28471	1513.99426	JPL
17OO	Molecular oxygen	93.38830	0.0245			N=12-12,J=13-13,F=23/2-25/2	-14.78620		217.29460	312.63666	217.29772	312.64114	JPL
15NO	Nitric oxide			93.44130	0.0005	J=19/2-19/2,&Omega;=1/2,F=19/2--19/2+	-12.54990		252.49870	363.29167	252.50182	363.29615	CDMS
15NO	Nitric oxide			93.44130	0.0005	J=19/2-19/2,&Omega;=1/2,F=19/2--19/2+	-12.55090		252.49870	363.29167	252.50182	363.29615	JPL
17OO	Molecular oxygen	93.50670	0.0245			N=12-12,J=11-11,F=21/2-19/2	-14.77640		217.44390	312.85147	217.44702	312.85596	JPL
17OO	Molecular oxygen	93.52160	0.0402			N=28-28,J=27-27,F=51/2-49/2	-17.22160		1130.02840	1625.84945	1130.03152	1625.85394	JPL
17OO	Molecular oxygen	93.63510	0.0403			N=23-23,J=24-24,F=43/2-45/2	-16.40950		768.47020	1105.65084	768.47332	1105.65533	JPL
15NO	Nitric oxide	93.73440	0.0017			J=11/2-11/2,&Omega;=3/2,F=11/2--13/2+	-14.15790		77.50090	111.50723	77.50403	111.51173	JPL
15NO	Nitric oxide	93.73560	0.0007			J=11/2-11/2,&Omega;=3/2,F=11/2--13/2+	-13.55400		77.50080	111.50709	77.50393	111.51159	CDMS
17OO	Molecular oxygen	93.75600	0.0403			N=29-29,J=28-28,F=53/2-51/2	-17.40140		1210.52130	1741.66011	1210.52443	1741.66461	JPL
