Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	Linelist
HCCCHO	2-Propynal	82.45200	0.002			29(4,25)-29(4,26)	0.00000		169.17400	SLAIM
He&alpha;	Helium Recombination Line	82.45700	0			He(430)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	82.46400	0			C(430)&alpha;	0.00000		0.00000	Recomb
H213CO	Formaldehyde	82.54070	0.0001			28(6,22)-28(6,23)	-12.29730		1256.09550	CDMS
H213CO	Formaldehyde	82.54070	0.0001			28(6,22)-28(6,23)	-12.29730		1256.09550	JPL
H213CO	Formaldehyde	82.54200	0			28(6,22)-28(6,23)	0.00000		1256.09900	SLAIM
17OO	Molecular oxygen	82.61170	0.0366			N=11-11,J=10-10,F=17/2-15/2	-14.98260		183.97400	JPL
15NO	Nitric oxide	82.90790	0.0047			J=3/2-3/2,&Omega;=3/2,F=3/2--5/2+	-12.62540		124.84960	JPL
15NO	Nitric oxide	82.92200	0.0007			J=3/2-3/2,&Omega;=3/2,F=3/2--5/2+	-12.62420		124.84960	CDMS
HCCCH2OH	Propargyl Alcohol	82.97120	0			4(2,2)-4(2,3),vt=1-1	-11.92410		28.49510	JPL
H&alpha;	Hydrogen Recombination Line	83.00000	0			H(429)&alpha;	0.00000		0.00000	Recomb
H2SO4	Sulfuric acid	83.00840	0.006			22(10,13)-22(9,13)	-10.29780		84.55380	JPL
He&alpha;	Helium Recombination Line	83.03400	0			He(429)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	83.04200	0			C(429)&alpha;	0.00000		0.00000	Recomb
D2CO	Formaldehyde	83.08500	0			28(8,20)-28(8,21)	0.00000		1033.15800	SLAIM
D2CO	Formaldehyde	83.08500	0			28(8,20)-28(8,21)	-11.39560		1033.15780	CDMS
H213CO	Formaldehyde	83.23100	0			20(5,15)-20(5,16)	0.00000		702.53600	SLAIM
H213CO	Formaldehyde	83.23110	0			20(5,15)-20(5,16)	-10.67290		702.53500	CDMS
H213CO	Formaldehyde	83.23110	0			20(5,15)-20(5,16)	-10.67290		702.53500	JPL
NH2CH2CH2OHv26=1	Aminoethanol	83.24750	0.0004			29(9,20)-29(9,21)	-11.72400		380.12750	JPL
t-H13COOH	Formic Acid	83.34680	0			7(3,4)-7(3,5)	-10.70350		40.29040	JPL
t-H13COOH	Formic Acid	83.34700	0			7(3,4)-7(3,5)	-10.68780		40.29050	CDMS
NH2CH2CH2OHv27=1	Aminoethanol	83.44680	0.0001			12(5,7)-12(5,8)	-11.33490		138.26240	JPL
NH2CH2CH2OHv27=1	Aminoethanol	83.44960	0.0002			33(10,23)-33(10,24)	-11.57670		325.31480	JPL
H&alpha;	Hydrogen Recombination Line	83.58300	0			H(428)&alpha;	0.00000		0.00000	Recomb
17OO	Molecular oxygen	83.60670	0.0375			N=10-10,J=11-11,F=17/2-19/2	-14.87640		153.18860	JPL
He&alpha;	Helium Recombination Line	83.61700	0			He(428)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	83.62500	0			C(428)&alpha;	0.00000		0.00000	Recomb
c-DCOOH	Formic Acid	83.65990	0.0004			23(6,17)-23(6,18)	-10.56590		261.07010	JPL
15NO	Nitric oxide	83.68820	0.0047			J=3/2-3/2,&Omega;=3/2,F=3/2--5/2+	-15.71180		124.84960	JPL
15NO	Nitric oxide	83.70240	0.0007			J=3/2-3/2,&Omega;=3/2,F=3/2--5/2+	-15.10780		124.84960	CDMS
15NO	Nitric oxide			83.76100	0.0005	J=19/2-19/2,&Omega;=1/2,F=19/2--17/2+	-14.87510		252.49900	CDMS
15NO	Nitric oxide			83.76100	0.0005	J=19/2-19/2,&Omega;=1/2,F=19/2--17/2+	-14.87610		252.49900	JPL
15NO	Nitric oxide	83.78130	0.0047			J=3/2-3/2,&Omega;=3/2,F=3/2--5/2+	-15.71090		124.84960	JPL
15NO	Nitric oxide	83.79550	0.0007			J=3/2-3/2,&Omega;=3/2,F=3/2--5/2+	-15.10690		124.84960	CDMS
NH2CH2CH2OHv25+v27	Aminoethanol	83.85310	0.0006			5(3,2)-5(3,3)	-11.98710		416.90330	JPL
c-H13COOH	Formic acid	83.91140	0.0002			22(5,17)-22(5,18)	-10.59530		246.45250	JPL
H2SO4	Sulfuric acid	83.97390	0.0042			43(20,24)-43(19,24)	-10.95850		316.36580	JPL
15N17O	Nitric oxide	84.07490	0.0154			J=5/2-5/2,p=1--1,F1=2-3,F2=3-4	-13.02390		132.85750	CDMS
17OO	Molecular oxygen	84.15780	0.0371			N=12-12,J=11-11,F=19/2-17/2	-15.07020		217.44110	JPL
HDCO	Formaldehyde	84.16400	0			22(6,16)-22(6,17)	0.00000		743.32000	SLAIM
HDCO	Formaldehyde	84.16510	0			22(6,16)-22(6,17)	-10.92930		743.32040	CDMS
H&alpha;	Hydrogen Recombination Line	84.17100	0			H(427)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	84.20500	0			He(427)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	84.21300	0			C(427)&alpha;	0.00000		0.00000	Recomb
t-HONO	Trans - HONO	84.25170	0.0002			8(3,5)-8(3,6)	-10.90780		52.63180	JPL
17OO	Molecular oxygen	84.39430	0.0266			N=5-5,J=6-6,F=9/2-11/2	-14.17430		41.67130	JPL
D2CO	Formaldehyde	84.44790	0.0004			51(12,39)-51(12,40)	-15.65360		3122.38360	CDMS
15NO	Nitric oxide	84.56160	0.0047			J=3/2-3/2,&Omega;=3/2,F=3/2+-5/2-	-12.60820		124.84960	JPL
15NO	Nitric oxide	84.57580	0.0007			J=3/2-3/2,&Omega;=3/2,F=3/2+-5/2-	-12.60710		124.84960	CDMS
t-HCOOH	Formic Acid	84.71780	0.0018			60(10,50)-60(10,51)	-13.79010		1594.73310	CDMS
H&alpha;	Hydrogen Recombination Line	84.76400	0			H(426)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	84.79900	0			He(426)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	84.80700	0			C(426)&alpha;	0.00000		0.00000	Recomb
17OO	Molecular oxygen	85.10690	0.0379			N=11-11,J=12-12,F=19/2-21/2	-14.96360		183.85130	JPL
NH2CH2CH2OHv26=1	Aminoethanol	85.12170	0.0001			5(3,2)-5(3,3)	-11.55550		215.92410	JPL
NO	Nitric oxide			85.25500	0.001	J=15/2,&Omega;=3/2,F=15/2+-17/2-	-14.51640		228.08430	JPL
NO	Nitric oxide			85.25500	0.001	J=17/2-17/2,&Omega;=1/2,F=19/2+-17/2-	-14.51650		228.08400	CDMS
H2SO4	Sulfuric acid	85.27010	0.0053			9(4,6)-9(3,6)	-10.88290		15.00350	JPL
t-HCOOH	Formic Acid	85.35290	0.0006			43(8,35)-43(8,36)	-12.27940		852.03720	CDMS
H&alpha;	Hydrogen Recombination Line	85.36300	0			H(425)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	85.39800	0			He(425)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	85.40600	0			C(425)&alpha;	0.00000		0.00000	Recomb
17OO	Molecular oxygen	85.45350	0.0376			N=13-13,J=12-12,F=21/2-19/2	-15.16410		253.68980	JPL
17OO	Molecular oxygen	85.46640	0.0265			N=6-6,J=5-5,F=9/2-7/2	-14.28050		58.40140	JPL
H&alpha;	Hydrogen Recombination Line	85.96800	0			H(424)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	86.00300	0			He(424)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	86.01100	0			C(424)&alpha;	0.00000		0.00000	Recomb
17OO	Molecular oxygen	86.38810	0.0383			N=12-12,J=13-13,F=21/2-23/2	-15.05600		217.29780	JPL
NH2CH2CH2OHv27=2	Aminoethanol	86.39050	0.0002			28(9,19)-28(9,20)	-11.56740		327.29630	JPL
c-HCOOH	Formic Acid	86.50420	0.0017			31(6,25)-31(6,26)	-10.98790		454.69990	CDMS
17OO	Molecular oxygen	86.55520	0.038			N=14-14,J=13-13,F=23/2-21/2	-15.26380		292.71900	JPL
H&alpha;	Hydrogen Recombination Line	86.57800	0			H(423)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	86.61400	0			He(423)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	86.62200	0			C(423)&alpha;	0.00000		0.00000	Recomb
17OO	Molecular oxygen	86.67690	0.0261			N=6-6,J=7-7,F=11/2-13/2	-14.25020		58.39690	JPL
17OD	Hydroxyl radical	86.99070	0.0066			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=2-1,F=1-2	-11.57290		0.03430	JPL
H&alpha;	Hydrogen Recombination Line	87.19500	0			H(422)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	87.23000	0			He(422)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	87.23800	0			C(422)&alpha;	0.00000		0.00000	Recomb
N17O	Nitric oxide	87.46870	0.0413			J=17/2-17/2,&Omega;=1/2,F1=21/2+-21/2-,F2=21/2+-21/2-	-13.49340		253.56540	CDMS
17OO	Molecular oxygen	87.49500	0.0386			N=13-13,J=14-14,F=23/2-25/2	-15.15350		253.52660	JPL
17OO	Molecular oxygen	87.50340	0.0383			N=15-15,J=14-14,F=25/2-23/2	-15.36910		334.52700	JPL
N17O	Nitric oxide	87.52080	0.0158			J=3/2-3/2,&Omega;=3/2,F1=3/2+-5/2-,F2=1/2+-3/2-	-13.42850		133.22900	CDMS
HCCCH2OH	Propargyl Alcohol	87.71060	0			4(2,2)-4(2,3),vt=0-0	-11.83270		6.72310	JPL
NH2CH2CH2OHv27=1	Aminoethanol	87.80730	0.0001			16(6,10)-16(6,11)	-11.30650		161.34630	JPL
H&alpha;	Hydrogen Recombination Line	87.81700	0			H(421)&alpha;	0.00000		0.00000	Recomb
NH2CH2CH2OHv=0	Aminoethanol	87.82480	0.0005			46(13,33)-46(13,34)	-11.66070		420.65050	JPL
17OO	Molecular oxygen	87.84890	0.0261			N=7-7,J=6-6,F=11/2-9/2	-14.34410		77.94640	JPL
He&alpha;	Helium Recombination Line	87.85200	0			He(421)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	87.86000	0			C(421)&alpha;	0.00000		0.00000	Recomb
17OD	Hydroxyl radical	87.86260	0.0066			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=3-1,F=2-2	-10.42060		0.03430	JPL
NO,v=1	Nitric oxide	88.07250	0.0056			J=5/2-5/2,&Omega;=1/2,F=7/2--5/2+	-17.74020		1889.33810	CDMS
N18O	Nitric oxide	88.09910	0.0002			J=5/2-5/2,&Omega;=1/2,F=7/2--5/2+	-13.85330		12.71390	CDMS
NO	Nitric oxide	88.18100	0.0002			J=5/2-5/2,&Omega;=1/2,F=7/2--5/2+	-13.83200		13.39880	CDMS
N18O	Nitric oxide	88.24880	0.0004			J=19/2-19/2,&Omega;=1/2,F=19/2--19/2+	-12.80990		250.25860	CDMS
HCCCHO	2-Propynal	88.29500	0			6(2,4)-6(2,5)	0.00000		14.98400	SLAIM
CH3OHvt=0-2	Methanol	88.32600	0.003			10(2,8)-10(2,9)A,vt=1	-12.04530		296.07400	CDMS
17OO	Molecular oxygen	88.32800	0.0386			N=16-16,J=15-15,F=27/2-25/2	-15.47980		379.11240	JPL
17OO	Molecular oxygen	88.43610	0.0258			N=7-7,J=8-8,F=13/2-15/2	-14.33040		77.91240	JPL
H&alpha;	Hydrogen Recombination Line	88.44500	0			H(420)&alpha;	0.00000		0.00000	Recomb
17OO	Molecular oxygen	88.46090	0.0389			N=14-14,J=15-15,F=25/2-27/2	-15.25620		292.53620	JPL
He&alpha;	Helium Recombination Line	88.48100	0			He(420)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	88.48900	0			C(420)&alpha;	0.00000		0.00000	Recomb
t-HCOOH	Formic Acid	88.63000	0.0003			35(7,28)-35(7,29)	-11.70730		581.55660	CDMS
CH318OHvt=0,1&2	Methanol	88.93000	0.25			35(2,34)-35(2,33)A,vt=2	-15.29200		1574.28100	CDMS
N18O	Nitric oxide	88.93650	0.0004			J=19/2-19/2,&Omega;=1/2,F=17/2--17/2+	-12.84950		250.25830	CDMS
OHv=0	Hydroxyl	88.94940	0.0009			J=9/2,&Omega;=1/2,F=4+-5-	-12.48320		608.19630	JPL
CH3OHvt=0-2	Methanol	88.99300	0.048			34(2,32)-34(2,33)A,vt=2	-15.55000		1562.86550	CDMS
CH2OO	Methylene peroxide	89.04790	0.0004			7(3,4)-7(3,5)	-9.52040		41.53030	JPL
17OO	Molecular oxygen	89.05190	0.0388			N=17-17,J=16-16,F=29/2-27/2	-15.59580		426.47330	JPL
H&alpha;	Hydrogen Recombination Line	89.07900	0			H(419)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	89.11500	0			He(419)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	89.12300	0			C(419)&alpha;	0.00000		0.00000	Recomb
H13CN,v2=2	Hydrogen cyanide 	89.25690	0.0013			5(-2)-5(2)	-11.41310		1458.01240	CDMS
17OO	Molecular oxygen	89.31110	0.0391			N=15-15,J=16-16,F=27/2-29/2	-15.36380		334.32530	JPL
c-HCOOH	Formic Acid	89.32560	0.0033			40(7,33)-40(7,34)	-11.50230		725.24030	CDMS
17OD	Hydroxyl radical	89.32910	0.0066			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=3-1,F=3-2	-9.70670		0.03430	JPL
17OO	Molecular oxygen	89.58940	0.0257			N=8-8,J=7-7,F=13/2-11/2	-14.41860		100.27670	JPL
c-H13COOH	Formic acid	89.66930	0.0001			8(3,5)-8(3,6)	-10.14080		48.34280	JPL
17OO	Molecular oxygen	89.69230	0.039			N=18-18,J=17-17,F=31/2-29/2	-15.71720		476.60810	JPL
H&alpha;	Hydrogen Recombination Line	89.71900	0			H(418)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	89.75500	0			He(418)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	89.76400	0			C(418)&alpha;	0.00000		0.00000	Recomb
17OO	Molecular oxygen	89.83360	0.0254			N=8-8,J=9-9,F=15/2-17/2	-14.41420		100.21640	JPL
17OO	Molecular oxygen	90.06530	0.0393			N=16-16,J=17-17,F=29/2-31/2	-15.47660		378.89190	JPL
17OO	Molecular oxygen	90.26300	0.0392			N=19-19,J=18-18,F=33/2-31/2	-15.84380		529.51460	JPL
H&alpha;	Hydrogen Recombination Line	90.36500	0			H(417)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	90.40200	0			He(417)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	90.41000	0			C(417)&alpha;	0.00000		0.00000	Recomb
CH3OHvt=0-2	Methanol	90.47800	0.008			40(4,36)-40(4,37)A,vt=1	-14.92880		1654.66120	CDMS
NH2CH2CH2OHv=0	Aminoethanol	90.61350	0.0003			37(11,26)-37(11,27)	-11.37680		277.07000	JPL
15NO	Nitric oxide	90.61570	0.1948			J=85/2-85/2,&Omega;=3/2,F=85/2--87/2+	-19.68420		3113.84350	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	90.61820	0.0006			12(5,7)-12(5,8)	-11.60520		302.20650	JPL
c-DCOOH	Formic Acid	90.71760	0.0002			17(5,12)-17(5,13)	-10.29840		153.40710	JPL
15NO	Nitric oxide	90.72950	0.1844			J=83/2-83/2,&Omega;=3/2,F=83/2--85/2+	-19.40270		2974.37950	JPL
17OO	Molecular oxygen	90.73890	0.0395			N=17-17,J=18-18,F=31/2-33/2	-15.59440		426.23440	JPL
17OO	Molecular oxygen	90.77470	0.0394			N=20-20,J=19-19,F=35/2-33/2	-15.97570		585.19100	JPL
15NO	Nitric oxide	90.84260	0.1743			J=81/2-81/2,&Omega;=3/2,F=81/2--83/2+	-19.12810		2838.06520	JPL
17OO	Molecular oxygen	90.91700	0.0253			N=9-9,J=8-8,F=15/2-13/2	-14.50020		125.39230	JPL
15NO	Nitric oxide	90.95470	0.1645			J=79/2-79/2,&Omega;=3/2,F=79/2--81/2+	-18.86030		2704.90520	JPL
17OO	Molecular oxygen	90.97060	0.0251			N=9-9,J=10-10,F=17/2-19/2	-14.50160		125.30780	JPL
H&alpha;	Hydrogen Recombination Line	91.01700	0			H(416)&alpha;	0.00000		0.00000	Recomb
H2SO4	Sulfuric acid	91.02260	0.0047			62(29,34)-62(28,34)	-11.34310		652.96200	JPL
15N17O	Nitric oxide	91.02970	0.0152			J=5/2-5/2,p=-1-1,F1=2-3,F2=3-4	-12.95480		132.85740	CDMS
He&alpha;	Helium Recombination Line	91.05500	0			He(416)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	91.06300	0			C(416)&alpha;	0.00000		0.00000	Recomb
15NO	Nitric oxide	91.06540	0.155			J=77/2-77/2,&Omega;=3/2,F=77/2--79/2+	-18.59930		2574.90390	JPL
N17O	Nitric oxide	91.08980	0.0414			J=17/2-17/2,&Omega;=1/2,F1=21/2+-21/2-,F2=23/2+-23/2-	-13.41740		253.56560	CDMS
15NO	Nitric oxide	91.17440	0.1458			J=75/2-75/2,&Omega;=3/2,F=75/2--77/2+	-18.34530		2448.06570	JPL
17OO	Molecular oxygen	91.23620	0.0395			N=21-21,J=20-20,F=37/2-35/2	-16.11290		643.63490	JPL
15NO	Nitric oxide	91.28130	0.1368			J=73/2-73/2,&Omega;=3/2,F=73/2--75/2+	-18.09810		2324.39470	JPL
17OO	Molecular oxygen	91.34400	0.0397			N=18-18,J=19-19,F=33/2-35/2	-15.71730		476.35090	JPL
t-HONO	Trans - HONO	91.36930	0.0033			31(6,25)-31(6,26)	-11.71740		487.08760	JPL
15NO	Nitric oxide	91.38570	0.1282			J=71/2-71/2,&Omega;=3/2,F=71/2--73/2+	-17.85790		2203.89510	JPL
PH3	Phosphine	91.42220	1.9433			21(6)-21(-6)	-14.00620		2011.89480	JPL
15NO	Nitric oxide	91.48700	0.1198			J=69/2-69/2,&Omega;=3/2,F=69/2--71/2+	-17.62460		2086.57050	JPL
15NO	Nitric oxide	91.58480	0.1118			J=67/2-67/2,&Omega;=3/2,F=67/2--69/2+	-17.39840		1972.42490	JPL
17OO	Molecular oxygen	91.65440	0.0396			N=22-22,J=21-21,F=39/2-37/2	-16.25540		704.84400	JPL
H&alpha;	Hydrogen Recombination Line	91.67600	0			H(415)&alpha;	0.00000		0.00000	Recomb
15NO	Nitric oxide	91.67870	0.104			J=65/2-65/2,&Omega;=3/2,F=65/2--67/2+	-17.17910		1861.46180	JPL
He&alpha;	Helium Recombination Line	91.71400	0			He(415)&alpha;	0.00000		0.00000	Recomb
NH2CH2CH2OHv25=1	Aminoethanol	91.71430	0.0003			24(8,16)-24(8,17)	-11.75480		426.93040	JPL
C&alpha;	Carbon Recombination Line	91.72200	0			C(415)&alpha;	0.00000		0.00000	Recomb
15NO	Nitric oxide	91.76800	0.0966			J=63/2-63/2,&Omega;=3/2,F=63/2--65/2+	-16.96700		1753.68450	JPL
N18O	Nitric oxide	91.79300	0.0003			J=19/2-19/2,&Omega;=1/2,F=21/2--21/2+	-12.72400		250.25880	CDMS
15NO	Nitric oxide	91.81200	0.0085			J=59/2-59/2,&Omega;=3/2,F=59/2--61/2+	-15.96120		1547.70080	CDMS
15NO	Nitric oxide	91.85230	0.0894			J=61/2-61/2,&Omega;=3/2,F=61/2--63/2+	-16.76190		1649.09650	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	91.86740	0.0016			20(7,13)-20(7,14)	-11.63530		354.34920	JPL
17OO	Molecular oxygen	91.89070	0.0398			N=19-19,J=20-20,F=35/2-37/2	-15.84540		529.23940	JPL
15NO	Nitric oxide	91.89500	0.008			J=57/2-57/2,&Omega;=3/2,F=57/2--59/2+	-15.77030		1449.50040	CDMS
17OO	Molecular oxygen	91.91380	0.0249			N=10-10,J=11-11,F=19/2-21/2	-14.59260		153.18550	JPL
15NO	Nitric oxide	91.93100	0.0825			J=59/2-59/2,&Omega;=3/2,F=59/2--61/2+	-16.56400		1547.70080	JPL
17OO	Molecular oxygen	91.96320	0.025			N=10-10,J=9-9,F=17/2-15/2	-14.58750		153.29260	JPL
15NO	Nitric oxide	91.97070	0.0075			J=55/2-55/2,&Omega;=3/2,F=55/2--57/2+	-15.58670		1354.49820	CDMS
15NO	Nitric oxide	92.00350	0.0759			J=57/2-57/2,&Omega;=3/2,F=57/2--59/2+	-16.37320		1449.50040	JPL
17OO	Molecular oxygen	92.03520	0.0398			N=23-23,J=22-22,F=41/2-39/2	-16.40310		768.81610	JPL
15NO	Nitric oxide	92.03860	0.0071			J=53/2-53/2,&Omega;=3/2,F=53/2--55/2+	-15.41030		1262.69680	CDMS
CH2OO	Methylene peroxide	92.04170	0.0023			34(7,27)-34(7,28)	-10.53030		569.19510	JPL
15NO	Nitric oxide	92.06920	0.0696			J=55/2-55/2,&Omega;=3/2,F=55/2--57/2+	-16.18970		1354.49820	JPL
H2SO4	Sulfuric acid	92.09590	0.0052			45(21,25)-45(20,25)	-10.44170		346.14140	JPL
15NO	Nitric oxide	92.09820	0.0066			J=51/2-51/2,&Omega;=3/2,F=51/2--53/2+	-15.24130		1174.09870	CDMS
15NO	Nitric oxide	92.11920	0.0021			J=25/2-25/2,&Omega;=3/2,F=25/2--27/2+	-13.74260		314.71900	CDMS
15NO	Nitric oxide	92.12070	0.0018			J=23/2-23/2,&Omega;=3/2,F=23/2--25/2+	-13.68520		271.15410	CDMS
CH3OHvt=0-2	Methanol	92.12400	0			12(3,9)-12(3,10)A,vt=0	-11.43930		160.43110	CDMS
15NO	Nitric oxide	92.12610	0.0083			J=23/2-23/2,&Omega;=3/2,F=23/2--25/2+	-14.28900		271.15410	JPL
15NO	Nitric oxide	92.12700	0.0101			J=25/2-25/2,&Omega;=3/2,F=25/2--27/2+	-14.34640		314.71900	JPL
15NO	Nitric oxide	92.12760	0.0636			J=53/2-53/2,&Omega;=3/2,F=53/2--55/2+	-16.01340		1262.69680	JPL
15NO	Nitric oxide	92.13530	0.0023			J=27/2-27/2,&Omega;=3/2,F=27/2--29/2+	-13.80910		361.50810	CDMS
15NO	Nitric oxide	92.14590	0.0122			J=27/2-27/2,&Omega;=3/2,F=27/2--29/2+	-14.41280		361.50810	JPL
15NO	Nitric oxide	92.14890	0.0062			J=49/2-49/2,&Omega;=3/2,F=49/2--51/2+	-15.07960		1088.70650	CDMS
15NO	Nitric oxide	92.15180	0.0016			J=21/2-21/2,&Omega;=3/2,F=21/2--23/2+	-13.63700		230.81400	CDMS
15NO	Nitric oxide	92.15530	0.0067			J=21/2-21/2,&Omega;=3/2,F=21/2--23/2+	-14.24080		230.81400	JPL
15NO	Nitric oxide	92.16040	0.0026			J=29/2-29/2,&Omega;=3/2,F=29/2--31/2+	-13.88420		411.52070	CDMS
15NO	Nitric oxide	92.17420	0.0145			J=29/2-29/2,&Omega;=3/2,F=29/2--31/2+	-14.48790		411.52070	JPL
15NO	Nitric oxide	92.17810	0.0579			J=51/2-51/2,&Omega;=3/2,F=51/2--53/2+	-15.84440		1174.09870	JPL
15NO	Nitric oxide	92.18840	0.0029			J=31/2-31/2,&Omega;=3/2,F=31/2--33/2+	-13.96780		464.75600	CDMS
15NO	Nitric oxide	92.19030	0.0058			J=47/2-47/2,&Omega;=3/2,F=47/2--49/2+	-14.92540		1006.52220	CDMS
CH318OHvt=0,1&2	Methanol	92.19200	0.03			25(3,22)-25(3,23)A,vt=1	-13.12200		775.15200	CDMS
15NO	Nitric oxide	92.20580	0.0171			J=31/2-31/2,&Omega;=3/2,F=31/2--33/2+	-14.57150		464.75600	JPL
15NO	Nitric oxide	92.21490	0.0032			J=33/2-33/2,&Omega;=3/2,F=33/2--35/2+	-14.05970		521.21310	CDMS
15NO	Nitric oxide	92.22030	0.0526			J=49/2-49/2,&Omega;=3/2,F=49/2--51/2+	-15.68280		1088.70650	JPL
15NO	Nitric oxide	92.22200	0.0054			J=45/2-45/2,&Omega;=3/2,F=45/2--47/2+	-14.77860		927.54790	CDMS
15NO	Nitric oxide	92.22970	0.0014			J=19/2-19/2,&Omega;=3/2,F=19/2--21/2+	-13.59850		193.69920	CDMS
15NO	Nitric oxide	92.23150	0.0053			J=19/2-19/2,&Omega;=3/2,F=19/2--21/2+	-14.20230		193.69920	JPL
15NO	Nitric oxide	92.23630	0.0199			J=33/2-33/2,&Omega;=3/2,F=33/2--35/2+	-14.66340		521.21310	JPL
15NO	Nitric oxide	92.23670	0.0036			J=35/2-35/2,&Omega;=3/2,F=35/2--37/2+	-14.15980		580.89100	CDMS
15NO	Nitric oxide	92.24400	0.005			J=43/2-43/2,&Omega;=3/2,F=43/2--45/2+	-14.63940		851.78570	CDMS
15NO	Nitric oxide	92.25170	0.0039			J=37/2-37/2,&Omega;=3/2,F=37/2--39/2+	-14.26800		643.78850	CDMS
15NO	Nitric oxide	92.25370	0.0475			J=47/2-47/2,&Omega;=3/2,F=47/2--49/2+	-15.52860		1006.52220	JPL
15NO	Nitric oxide	92.25610	0.0046			J=41/2-41/2,&Omega;=3/2,F=41/2--43/2+	-14.50780		779.23730	CDMS
15NO	Nitric oxide	92.25850	0.0043			J=39/2-39/2,&Omega;=3/2,F=39/2--41/2+	-14.38400		709.90440	CDMS
15NO	Nitric oxide	92.26270	0.023			J=35/2-35/2,&Omega;=3/2,F=35/2--37/2+	-14.76350		580.89100	JPL
15NO	Nitric oxide	92.27800	0.0427			J=45/2-45/2,&Omega;=3/2,F=45/2--47/2+	-15.38200		927.54790	JPL
15NO	Nitric oxide	92.28280	0.0263			J=37/2-37/2,&Omega;=3/2,F=37/2--39/2+	-14.87150		643.78850	JPL
15NO	Nitric oxide	92.29300	0.0381			J=43/2-43/2,&Omega;=3/2,F=43/2--45/2+	-15.24280		851.78570	JPL
15NO	Nitric oxide	92.29500	0.03			J=39/2-39/2,&Omega;=3/2,F=39/2--41/2+	-14.98750		709.90440	JPL
15NO	Nitric oxide	92.29860	0.0339			J=41/2-41/2,&Omega;=3/2,F=41/2--43/2+	-15.11130		779.23730	JPL
NH2CH2CH2OHv27=1	Aminoethanol	92.30010	0.0001			5(3,2)-5(3,3)	-11.26880		111.91910	JPL
H&alpha;	Hydrogen Recombination Line	92.34100	0			H(414)&alpha;	0.00000		0.00000	Recomb
NH2CH2CH2OHv=0	Aminoethanol	92.36150	0.0002			24(8,16)-24(8,17)	-11.11370		122.07150	JPL
15NO	Nitric oxide	92.37890	0.0012			J=17/2-17/2,&Omega;=3/2,F=17/2--19/2+	-13.57010		159.81010	CDMS
He&alpha;	Helium Recombination Line	92.37900	0			He(414)&alpha;	0.00000		0.00000	Recomb
15NO	Nitric oxide	92.37960	0.0042			J=17/2-17/2,&Omega;=3/2,F=17/2--19/2+	-14.17400		159.81010	JPL
17OO	Molecular oxygen	92.38340	0.0399			N=24-24,J=23-23,F=43/2-41/2	-16.55620		835.54860	JPL
17OO	Molecular oxygen	92.38710	0.0399			N=20-20,J=21-21,F=37/2-39/2	-15.97860		584.89790	JPL
C&alpha;	Carbon Recombination Line	92.38700	0			C(414)&alpha;	0.00000		0.00000	Recomb
c-HCOOH	Formic Acid	92.41480	0.0003			15(4,11)-15(4,12)	-10.28930		128.32280	CDMS
